Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Curricular units 2nd sem (evaluations),Age at enrollment,Unemployment rate,Course,Target
4,13,6,0,11,18,8,9130,0
0,0,6,1,13,18,9,9853,0
5,12,6,1,7,19,12,9254,1
5,12,6,1,7,19,10,9853,0
6,11,6,1,6,20,12,9070,1
6,12,6,1,6,20,12,9773,1
1,12,5,1,7,24,10,9991,0
8,14,8,1,9,18,16,9500,1
7,12,7,1,7,19,7,9500,2
4,11,5,1,10,18,15,9147,2
5,14,5,1,7,28,10,9991,2
1,12,5,1,12,28,11,9991,0
0,0,6,1,12,20,7,9254,0
8,12,8,1,9,22,9,9500,1
7,12,8,1,8,19,10,9500,1
4,13,6,1,8,20,12,9670,2
0,0,5,1,10,26,12,9556,0
0,0,6,0,14,21,9,9254,0
5,12,5,1,6,18,11,9147,1
0,0,5,1,0,36,16,9119,0
6,11,6,1,8,20,13,9773,1
0,0,6,1,9,20,10,9670,0
3,13,5,1,11,25,12,9991,0
2,12,6,0,15,20,16,9003,0
5,12,8,1,12,20,10,9500,0
8,13,8,1,9,20,12,9500,2
6,14,6,1,8,19,15,9670,1
0,0,5,1,5,43,9,9147,0
7,13,8,1,11,19,10,9500,1
6,12,8,1,11,25,12,9500,1
6,12,6,1,7,20,7,9853,2
5,12,6,1,6,19,11,9254,0
4,11,5,1,11,32,13,9991,0
6,14,6,1,6,57,9,9773,1
4,11,7,0,7,20,16,9500,0
0,0,5,0,5,38,8,9991,0
5,14,5,1,6,45,12,9991,1
4,12,6,0,12,43,10,9773,0
6,13,6,1,8,19,10,9070,1
1,11,5,0,5,49,15,9991,0
7,11,8,1,8,43,10,9500,2
0,0,5,1,5,34,11,8014,0
5,11,5,1,11,18,12,9119,2
5,13,5,1,6,43,10,9991,1
1,11,6,1,9,21,15,9254,0
4,12,5,1,8,40,7,9991,2
6,11,6,1,10,19,10,9670,1
4,11,6,1,8,27,10,9254,2
2,13,8,1,13,43,16,9556,0
5,15,5,1,7,31,9,9991,1
0,0,6,1,7,26,8,9003,2
5,16,5,1,5,34,8,9991,1
0,0,8,1,11,36,16,9500,0
1,10,5,0,5,46,11,9991,0
3,10,5,1,8,22,7,9085,1
0,0,6,1,10,27,16,9003,0
3,12,5,1,9,20,8,9119,2
3,10,5,1,7,20,8,9147,2
0,0,5,0,5,31,12,9119,0
0,0,5,1,5,20,9,9119,2
0,0,6,0,0,21,10,9773,0
2,11,5,1,10,21,16,9147,0
4,13,5,1,10,19,16,9147,1
4,11,5,1,8,20,8,9147,1
6,15,6,1,6,18,12,9003,1
6,11,6,1,6,18,16,9773,1
6,13,7,1,9,30,12,9500,2
0,0,6,0,6,34,15,9254,0
4,13,6,0,9,21,11,9670,2
7,13,8,1,8,18,12,9500,1
0,0,6,1,6,26,12,9003,0
0,0,5,1,5,20,9,9119,0
4,11,6,1,14,25,15,9003,0
0,0,5,1,5,19,7,9670,2
1,14,5,1,5,24,9,9147,0
5,13,5,1,5,20,7,9130,1
0,0,5,1,5,20,12,9147,0
6,14,6,1,8,18,10,9070,1
7,12,8,1,15,25,12,9556,2
6,15,6,1,6,22,11,9254,1
0,0,6,0,12,41,9,8014,0
0,0,5,1,10,19,12,9147,0
5,12,6,1,12,21,13,9130,1
6,16,6,1,7,30,13,9085,0
7,13,8,1,9,21,11,9500,1
0,0,8,1,8,26,10,9556,2
7,14,8,1,8,18,10,9500,1
6,13,6,1,10,19,12,9085,1
6,13,6,1,10,18,8,9085,1
4,11,5,1,9,19,12,9147,2
3,13,6,1,12,21,13,9085,2
2,12,5,1,14,18,13,9147,0
6,12,8,1,15,24,10,9500,1
2,10,5,1,9,21,12,9130,2
7,14,8,1,8,18,10,9500,1
5,14,6,0,7,26,11,9085,2
5,13,5,1,6,20,9,9130,1
6,13,6,1,7,18,11,9238,1
6,12,6,1,7,20,11,9238,1
7,14,8,1,8,20,12,9500,2
3,13,6,1,13,18,12,9238,2
5,13,6,1,7,22,12,9773,1
6,15,7,1,7,20,7,9500,1
8,15,8,1,8,19,13,9500,1
4,11,6,1,10,18,15,9130,0
5,12,5,1,8,18,13,9147,1
5,13,5,1,5,19,10,9085,1
6,12,6,1,8,19,10,9070,1
6,12,6,1,8,24,7,8014,1
6,14,6,1,6,21,10,9238,1
6,14,6,1,7,20,11,9238,1
5,11,6,0,7,28,13,9254,0
6,13,6,1,8,21,7,9853,1
6,11,8,1,10,20,11,9500,2
0,0,6,0,10,36,16,9003,0
0,0,5,0,0,42,12,9991,0
5,11,5,1,6,47,7,9991,0
0,0,5,0,5,25,9,9119,0
6,13,6,1,6,25,15,9670,1
0,0,5,1,6,48,12,8014,0
1,10,5,0,9,26,10,9147,0
0,0,6,1,6,23,13,9085,0
0,0,6,1,8,23,15,9003,2
4,12,6,1,13,20,12,9003,2
3,11,6,1,14,26,7,8014,2
3,11,5,1,8,25,10,9991,2
8,13,8,1,8,18,9,9500,1
7,14,8,1,8,27,12,9500,1
0,0,5,0,10,24,10,8014,0
5,12,5,1,7,20,15,9147,1
1,10,7,1,8,18,15,9500,0
8,13,8,1,8,18,12,9556,1
8,13,8,1,8,18,9,9500,1
5,12,8,1,10,19,9,9500,2
8,14,8,1,8,19,9,9500,1
7,11,7,1,9,19,12,9500,2
7,15,8,1,8,18,10,9500,1
5,12,6,1,9,19,12,9670,2
5,11,6,1,7,21,13,9238,1
8,13,8,1,10,18,16,9500,1
1,11,6,0,14,20,10,9853,0
2,11,6,1,7,23,16,9773,2
6,12,6,1,6,20,10,9238,2
6,12,6,1,11,18,13,9070,1
1,12,6,1,15,28,7,9773,0
4,11,5,1,7,19,9,9670,2
0,0,6,0,9,24,10,9670,0
1,11,5,0,13,19,9,9147,0
6,14,6,1,8,19,11,9085,1
0,0,5,1,5,29,7,9991,2
8,12,8,1,8,37,13,9500,1
0,0,8,1,0,36,12,9500,0
5,14,6,1,8,19,8,9670,1
6,16,6,1,6,18,12,9254,1
0,0,6,1,6,20,12,9130,0
6,15,6,1,6,19,13,9773,1
6,15,6,1,6,20,13,9085,1
6,11,6,1,7,19,12,9238,1
6,12,8,1,11,19,12,9500,1
6,12,6,1,7,22,9,9773,1
6,14,6,1,9,18,11,9670,2
6,12,6,1,8,18,12,9773,1
6,12,7,1,8,19,12,9500,2
6,12,6,1,6,19,12,9853,1
5,12,7,0,8,31,7,9500,0
8,14,8,1,8,18,11,9500,1
4,11,6,1,9,19,10,9238,1
6,11,6,1,10,19,15,9238,1
6,14,7,1,7,19,7,9500,1
4,13,5,1,9,19,10,9147,2
3,11,6,1,10,18,16,9773,2
7,12,8,1,11,18,12,9500,1
0,0,5,1,5,21,12,9085,0
5,14,6,1,9,19,12,9670,2
5,13,7,1,8,19,13,9500,2
4,13,6,1,12,19,8,9130,0
5,13,6,1,10,19,8,9670,1
2,10,5,1,14,39,16,9991,1
6,12,6,1,6,18,7,9070,2
4,11,5,1,9,19,8,9147,1
4,11,5,1,5,18,11,9147,2
6,12,6,0,9,34,11,9003,2
2,11,5,1,9,22,7,9670,2
5,13,6,1,10,24,13,9085,1
0,0,5,1,5,46,7,9991,0
5,12,5,1,8,50,9,9147,2
0,0,5,0,5,37,15,9991,0
6,15,6,1,6,18,8,9085,1
2,11,6,1,14,25,11,9085,2
5,12,6,1,9,30,13,9070,1
0,0,5,0,0,37,12,9991,0
3,11,5,1,7,50,12,9991,2
6,12,6,1,9,20,12,9003,1
0,0,2,1,4,39,11,9556,0
0,0,4,0,5,53,15,9773,0
5,13,6,1,6,19,13,9085,1
0,0,6,0,0,20,8,9773,0
6,14,6,1,6,18,8,9773,1
6,14,6,1,8,18,13,9070,1
0,0,8,1,0,19,11,9500,0
7,12,7,1,8,18,11,9500,0
6,13,6,1,6,19,11,9773,1
5,12,6,1,6,19,12,9670,1
4,12,6,1,10,48,7,8014,2
4,13,6,1,8,34,13,9238,1
5,11,5,1,7,18,7,9085,1
6,11,6,1,6,50,10,8014,1
5,11,6,1,11,22,7,9773,0
5,16,5,1,5,43,7,9147,1
0,0,6,1,0,50,10,8014,0
4,14,6,1,6,60,13,9003,1
5,13,5,1,12,41,9,9147,2
5,14,5,1,5,47,7,9991,1
0,0,8,1,0,41,10,9500,0
0,0,5,1,0,50,7,9991,0
0,0,5,0,10,54,12,9556,0
4,11,6,1,12,49,13,8014,2
3,11,6,1,8,45,16,8014,0
4,11,6,1,10,47,12,8014,1
2,12,5,1,13,33,12,9991,0
6,11,6,1,8,43,8,8014,1
5,13,5,1,5,39,7,9991,1
6,12,6,1,6,18,15,9853,1
6,11,6,1,7,19,16,9238,1
5,13,6,1,9,18,8,9670,1
0,0,5,1,6,27,12,9991,0
6,12,6,1,8,18,8,9670,1
5,13,6,1,7,20,7,9853,1
6,10,6,1,7,40,10,8014,1
5,12,5,1,6,40,13,9991,2
8,14,8,1,8,18,13,9500,1
7,12,8,1,8,21,12,9500,1
0,0,6,1,0,27,9,8014,0
8,13,8,1,8,32,12,9556,1
6,13,6,1,6,18,8,9238,1
3,12,6,1,10,37,16,8014,0
6,12,6,1,7,19,10,9773,1
6,11,6,1,9,41,10,8014,1
6,14,7,1,7,18,7,9500,1
4,12,6,0,11,23,12,9003,0
0,0,6,1,0,18,13,9773,0
8,13,8,1,8,18,9,9500,1
0,0,6,1,0,21,7,9085,0
6,14,6,1,8,19,7,9238,1
0,0,5,1,0,47,9,9147,0
5,11,6,1,9,48,10,8014,2
7,12,8,1,9,19,11,9500,1
0,0,6,0,7,27,8,9003,0
0,0,6,1,6,34,12,8014,2
5,12,6,1,11,48,15,9238,0
0,0,5,1,5,25,7,9670,0
7,12,8,1,9,32,12,9500,1
6,14,6,1,6,18,16,9773,1
5,10,5,1,7,20,7,9147,1
1,13,8,1,10,19,9,9500,2
2,12,5,1,5,39,7,9991,0
0,0,5,1,14,29,10,9130,0
0,0,5,1,5,36,12,9991,0
7,11,8,1,12,18,12,9500,1
4,12,6,1,8,23,7,9773,0
0,0,6,1,0,21,10,9085,0
0,0,5,0,5,28,9,9853,0
4,10,5,1,10,34,7,9991,2
0,0,6,1,0,41,12,8014,0
6,12,6,1,6,43,9,8014,1
8,12,8,1,8,28,12,9556,2
8,12,8,1,8,18,12,9500,1
3,13,7,1,10,45,11,9853,0
0,0,6,1,0,19,12,9853,0
6,13,6,1,7,20,11,9670,1
6,12,6,1,6,18,7,9853,1
5,12,6,1,10,20,13,9003,1
6,13,6,1,12,18,8,9085,1
3,12,5,1,7,35,9,9670,2
5,14,6,1,7,39,12,9238,1
0,0,7,1,7,36,16,9500,0
2,11,6,1,13,45,7,9853,0
6,12,6,1,10,62,10,9254,1
6,12,6,1,10,20,10,9670,1
7,14,8,1,8,18,10,9500,1
1,11,6,1,6,18,9,9070,0
4,11,5,1,9,23,9,9991,1
6,12,6,1,8,19,13,9070,0
5,12,5,1,5,19,8,9147,1
8,14,8,1,8,18,13,9500,1
0,0,8,1,8,18,9,9500,2
5,14,6,1,9,51,12,9670,1
2,12,5,1,11,25,16,9991,0
4,13,5,1,6,18,7,9085,2
3,12,5,1,10,20,7,9147,1
6,12,6,1,6,19,8,9254,1
5,12,6,1,7,21,12,9070,1
4,12,5,0,5,22,9,9085,0
6,12,6,0,6,18,10,9773,1
6,13,6,1,8,19,10,9070,1
8,14,8,1,8,19,11,9500,1
6,13,6,0,7,25,10,9853,1
6,14,7,1,7,18,7,9500,1
6,13,6,1,6,19,12,9070,1
4,11,6,1,8,20,10,9853,2
6,11,6,1,6,46,7,8014,1
5,11,6,1,9,18,7,9254,2
4,13,6,1,11,18,13,9130,1
7,11,8,1,8,19,10,9500,1
0,0,6,1,0,20,16,9773,0
6,12,6,1,7,38,9,8014,1
6,11,6,1,8,18,13,9773,1
8,14,8,1,8,18,13,9500,1
5,13,6,1,7,18,13,9238,1
4,11,5,1,7,20,15,9147,2
6,13,6,1,8,19,12,9130,1
0,0,5,0,10,37,10,8014,0
7,12,8,1,12,24,12,9500,2
7,12,8,1,11,19,15,9500,1
5,12,6,1,8,19,13,9773,0
8,13,8,1,8,19,16,9556,0
5,13,5,1,5,18,11,9147,1
8,14,8,1,9,18,12,9500,1
4,11,5,1,6,18,8,9147,1
4,11,5,1,11,19,11,9147,2
4,14,6,1,11,18,8,9130,0
8,14,8,1,8,20,12,9500,1
6,13,6,1,8,20,15,9085,1
7,13,8,1,9,20,12,9500,1
6,13,6,1,11,18,8,9670,1
0,0,8,1,0,19,12,9500,0
8,14,8,1,9,18,15,9500,1
8,14,8,1,9,18,11,9500,1
5,12,5,1,5,19,9,9085,1
5,11,6,1,12,19,15,9238,1
5,12,5,1,7,19,7,9130,1
8,14,8,1,8,18,11,9500,1
4,12,6,1,9,19,12,9853,0
7,14,8,1,8,18,12,9500,1
6,12,6,1,11,18,10,9773,2
3,11,6,1,11,19,11,9773,0
4,10,5,1,8,19,7,9147,1
8,12,8,1,9,19,11,9500,1
6,13,6,1,6,19,8,9238,1
5,11,5,1,10,18,9,9085,1
6,10,6,1,11,18,7,9254,1
0,0,8,0,0,19,12,9500,0
6,13,6,1,9,20,8,9670,1
6,13,6,1,6,18,8,9773,1
6,11,7,0,9,19,16,9853,0
6,13,6,1,7,20,12,9773,0
7,12,8,1,10,18,11,9500,2
5,13,6,0,8,18,8,9670,1
6,11,6,1,8,21,13,9070,1
6,12,6,1,6,19,12,9254,1
4,10,6,1,8,19,9,9853,1
4,10,5,1,7,19,7,9085,2
5,14,6,1,8,18,10,9773,0
5,13,5,1,6,18,12,9147,1
5,13,5,1,8,18,10,9085,1
3,10,5,1,10,19,10,9147,2
6,16,6,1,6,20,13,9085,1
3,13,5,1,9,19,7,9085,0
6,14,6,1,7,19,16,9238,1
2,13,5,0,7,27,10,9130,0
6,14,6,1,6,18,8,9773,1
0,0,6,1,0,32,7,8014,0
7,12,8,1,8,18,12,9500,1
7,14,8,1,8,19,10,9500,1
6,14,6,1,7,19,15,9773,2
0,0,6,1,12,18,10,9254,0
4,11,6,1,10,18,12,9670,0
6,13,6,0,6,24,11,9773,1
6,11,6,1,7,19,9,9238,1
0,0,6,1,0,21,11,9254,0
5,11,7,1,9,19,12,9500,2
5,12,7,1,12,36,8,9556,1
0,0,6,1,0,51,12,9085,0
4,10,6,1,10,20,10,9670,2
0,0,5,0,5,29,8,8014,0
3,13,5,1,8,33,7,9119,2
5,11,6,1,10,20,13,9670,2
3,13,5,1,7,26,9,9670,0
0,0,5,0,7,27,13,9119,2
4,12,5,1,5,19,9,9670,1
5,14,5,1,6,27,10,9991,1
8,12,8,1,8,20,12,9500,1
0,0,6,0,0,19,11,9130,0
6,11,6,1,6,20,16,9070,1
4,12,5,1,7,18,7,9147,1
7,15,8,1,8,27,12,9500,1
0,0,5,1,0,27,15,9991,0
6,10,6,1,8,19,11,9238,1
5,12,6,1,12,20,9,9853,2
6,12,6,1,6,23,12,8014,1
0,0,6,1,6,18,12,9254,0
6,11,6,1,8,18,12,9238,1
6,12,6,1,6,31,10,8014,1
0,0,6,1,0,19,15,9773,0
6,11,6,1,11,19,7,9238,2
0,0,6,1,12,24,10,8014,0
8,13,8,1,8,19,15,9500,1
5,12,5,1,5,19,7,9147,1
4,11,6,0,11,26,16,9670,0
6,12,6,1,7,19,11,9238,1
5,15,5,1,6,29,9,9085,0
8,12,8,1,8,18,9,9500,1
8,14,8,1,8,19,11,9500,1
6,12,6,1,6,18,15,9773,2
5,15,5,1,5,18,15,9147,1
8,15,8,1,9,19,12,9500,1
6,12,6,1,6,19,13,9254,0
5,12,6,1,10,19,10,9670,2
6,11,6,1,6,19,12,9773,1
6,13,6,1,6,19,8,9238,1
0,0,8,0,0,18,9,9500,0
6,13,6,1,6,20,13,9773,1
4,11,6,1,9,20,9,9254,1
3,13,5,1,8,21,12,9085,2
8,11,8,1,8,20,12,9556,1
4,11,5,1,6,19,7,9670,2
6,14,7,1,7,18,7,9500,1
8,14,8,1,11,19,16,9500,1
3,11,6,1,12,21,12,9238,2
5,15,5,1,6,19,12,9147,1
5,13,5,1,5,22,7,9147,1
6,12,6,1,6,18,11,9773,1
5,12,6,1,10,18,12,9238,1
7,12,8,1,8,19,12,9500,1
6,13,6,1,6,18,16,9130,1
8,13,8,1,8,21,13,9500,2
5,13,8,1,15,18,13,9500,2
4,11,5,1,10,18,12,9085,1
6,15,6,1,6,19,16,9773,1
4,11,6,1,10,19,7,9853,2
6,14,6,1,8,26,8,9085,1
5,11,5,1,6,21,12,9147,1
0,0,5,1,6,19,13,9147,0
7,15,8,1,8,19,12,9500,1
6,14,6,1,7,18,16,9238,1
6,11,6,1,8,18,15,9238,1
6,11,7,1,9,20,12,9500,2
4,10,5,1,9,20,15,9147,2
4,10,5,1,7,39,9,9670,1
2,13,5,1,12,20,12,9130,2
6,13,6,1,6,18,8,9773,1
6,11,7,1,9,18,16,9500,2
3,11,5,1,9,18,7,9147,2
2,10,5,1,11,22,7,9147,0
3,14,6,1,14,21,7,9254,2
2,11,6,1,8,20,10,9070,2
5,11,6,1,8,20,8,9254,1
7,14,8,1,8,19,10,9500,1
6,16,6,1,6,20,13,9238,1
5,12,5,1,5,19,12,9085,1
4,13,5,1,8,18,9,9085,1
1,10,6,1,6,18,15,9853,0
3,10,5,1,7,24,10,9991,0
6,11,6,0,8,21,8,9254,0
4,10,8,1,13,18,15,9500,1
5,12,5,1,5,20,11,9147,1
4,10,6,0,8,20,10,9853,0
4,12,6,1,10,18,12,9254,0
6,12,7,1,9,25,8,9556,1
6,10,6,1,6,19,13,9238,2
0,0,7,1,8,35,11,33,0
8,14,8,1,8,19,13,9500,1
6,13,6,1,6,18,13,9670,0
7,14,8,1,8,19,10,9500,1
5,11,7,1,8,19,7,9500,2
6,13,6,1,6,18,12,9070,1
3,12,6,1,15,24,16,9130,0
4,11,5,1,12,28,7,9119,2
5,13,6,1,12,19,11,9085,1
0,0,5,1,0,19,16,9119,0
0,0,5,0,5,30,9,9130,0
0,0,7,1,8,19,15,9500,0
0,0,5,1,5,21,11,9147,0
0,0,6,0,6,29,13,9003,0
4,13,6,1,6,18,12,9670,0
3,11,5,1,9,21,15,9147,2
0,0,6,0,0,18,8,9773,0
5,12,6,1,12,23,15,9003,2
3,12,5,1,8,19,8,9147,1
0,0,6,1,6,35,16,9254,0
7,12,8,1,8,20,10,9500,1
0,0,5,1,5,33,8,9238,0
6,12,6,1,6,18,9,9773,1
3,12,6,1,9,20,12,9773,2
3,11,6,1,14,19,13,9773,0
0,0,6,1,12,18,7,9773,0
0,0,5,0,0,28,8,9991,0
5,13,5,1,6,18,16,9147,1
6,11,6,1,9,25,15,9773,0
5,11,6,0,6,19,8,9238,0
4,10,6,1,6,18,9,9070,1
6,12,6,1,6,20,8,9254,1
0,0,6,1,8,20,15,9003,0
6,15,6,1,6,18,9,9070,1
6,12,6,1,6,21,12,9254,1
2,10,6,0,14,18,9,9254,0
4,12,5,1,5,20,7,9119,1
0,0,5,1,8,26,16,9991,0
0,0,5,1,5,19,9,9670,0
6,14,6,1,7,20,11,9670,1
0,0,5,0,6,26,10,9991,0
4,12,5,1,9,31,10,9147,0
8,13,8,1,8,27,9,9500,1
6,12,6,1,13,24,11,9085,1
4,12,6,1,12,23,8,9085,2
8,13,8,1,9,20,13,9500,1
6,13,8,1,11,20,11,9500,1
7,14,8,1,8,24,12,9500,1
4,11,5,1,8,39,11,9147,2
5,12,6,1,6,18,12,9773,1
0,0,6,1,0,20,11,9085,0
8,13,8,1,10,18,15,9500,1
8,14,8,1,8,19,15,9500,1
5,12,5,1,5,18,10,9085,1
4,12,5,1,6,22,7,9670,2
8,13,8,1,8,18,11,9500,1
6,12,6,1,6,18,12,9238,1
5,10,5,1,8,30,12,9991,2
1,12,6,1,7,38,13,8014,0
8,14,8,1,8,19,9,9500,1
3,10,6,1,10,19,10,9853,0
6,12,6,0,6,21,10,9773,0
6,13,6,1,6,18,11,9773,1
6,13,6,1,7,20,13,9085,1
5,11,5,1,11,18,16,9147,1
6,14,6,1,6,18,16,9070,1
0,0,7,1,7,36,12,9556,0
4,11,5,1,9,18,13,9147,1
0,0,5,1,5,21,7,9130,0
6,12,6,1,15,18,11,9085,1
4,11,5,1,5,18,9,9670,1
6,12,7,1,7,19,7,9500,1
6,12,6,1,6,29,11,9003,1
6,14,7,1,7,18,7,9500,1
5,12,5,1,5,19,10,9085,1
5,12,5,1,5,19,8,9147,1
0,0,5,0,5,37,8,8014,0
5,13,5,1,5,18,10,9085,1
1,11,6,1,11,21,12,9853,0
6,12,6,1,7,19,12,9238,1
5,14,5,1,5,19,9,9670,1
5,11,5,1,7,35,12,9991,2
0,0,8,1,0,30,13,9500,0
2,10,6,1,16,45,7,9254,0
6,12,7,1,8,26,7,9500,2
0,0,6,1,6,44,11,9003,0
5,14,5,1,7,21,11,9147,1
2,13,5,1,8,22,7,9147,0
6,11,6,1,7,32,16,8014,1
8,14,8,1,8,20,15,9556,1
6,10,6,1,9,18,9,9254,1
4,12,5,1,7,25,7,9991,2
5,13,5,1,6,36,12,9991,1
0,0,7,1,13,36,11,9556,0
3,10,6,0,11,19,10,9670,0
5,12,5,1,6,25,9,9991,1
0,0,6,1,7,20,16,9238,0
0,0,6,0,8,35,15,9003,0
1,11,6,1,14,27,7,9238,0
7,13,8,1,8,18,10,9500,2
6,12,7,1,7,23,16,9500,2
4,11,6,1,8,19,10,8014,1
6,12,7,1,8,18,11,9500,2
5,11,7,0,10,26,12,9500,0
6,14,6,1,7,19,16,9238,1
0,0,8,0,0,19,12,9500,0
8,14,8,1,8,19,11,9500,1
8,13,8,1,8,19,15,9500,1
5,14,5,1,5,19,10,9085,1
6,13,6,1,7,18,15,9773,1
8,13,8,1,8,17,9,9500,1
0,0,8,1,0,31,12,9500,0
5,13,6,1,8,32,15,8014,1
6,14,6,1,10,18,11,9085,0
5,12,6,1,9,20,8,9254,2
0,0,5,0,6,40,10,9991,0
5,14,5,1,5,32,7,9991,1
6,12,6,1,7,19,9,9070,1
3,13,6,1,11,19,15,9773,1
0,0,5,1,0,21,10,9147,0
0,0,5,1,10,22,7,9147,0
5,13,5,0,7,18,12,9119,0
1,10,6,1,8,28,16,9130,0
2,11,5,1,10,34,9,9119,2
3,11,5,1,11,21,10,9147,2
6,11,6,1,9,20,16,9238,1
2,11,5,0,8,21,7,9119,0
3,10,5,0,6,27,7,9670,0
5,11,6,1,13,19,7,9773,1
1,10,6,1,11,21,10,9773,2
0,0,6,0,10,21,16,9003,0
3,11,5,1,10,28,7,9085,0
4,10,6,1,9,24,10,9670,2
0,0,6,0,0,19,9,9773,0
4,13,6,0,8,20,13,9670,2
6,12,6,1,8,20,16,9070,1
2,10,5,1,7,19,9,9119,2
1,13,6,1,12,19,7,9254,0
0,0,7,1,7,36,13,9500,0
0,0,5,1,0,29,9,9147,0
5,11,6,1,10,30,13,9003,1
0,0,6,1,7,32,11,9670,0
6,11,6,1,6,26,10,8014,2
5,11,6,1,8,18,13,9773,1
8,15,8,1,8,18,9,9500,1
0,0,7,0,9,32,15,9003,0
3,12,5,1,8,20,12,9119,2
0,0,6,1,10,22,16,9003,0
0,0,8,1,0,32,12,9500,0
5,12,5,1,8,21,7,9147,2
5,13,6,0,10,19,10,9670,0
6,14,6,1,6,18,8,9773,1
5,11,5,1,10,18,8,9147,1
0,0,5,0,5,38,15,9147,0
4,10,6,1,8,21,7,9853,0
1,13,6,0,13,21,9,9238,0
3,12,5,1,10,26,7,9991,2
6,14,7,1,7,19,7,9500,1
7,14,8,1,8,19,10,9500,2
3,11,6,1,12,18,7,9254,0
0,0,5,1,0,25,12,9147,0
6,12,6,1,7,18,13,9254,1
5,11,5,1,6,19,13,9147,1
6,12,6,1,6,22,12,9238,1
6,12,6,1,12,21,15,9003,1
6,14,6,1,8,21,8,9085,1
7,12,7,1,7,20,11,9853,1
3,11,5,1,10,19,10,9147,2
6,13,7,1,7,18,7,9500,1
3,12,7,1,11,26,13,9500,0
6,14,6,1,7,18,11,9238,1
0,0,5,1,5,35,11,9147,0
3,11,5,1,9,19,12,9085,2
6,10,6,1,8,19,15,9238,1
8,14,8,1,9,18,11,9500,1
6,11,6,1,16,20,12,9085,1
5,12,6,1,8,21,10,9238,2
7,12,7,1,7,18,16,9853,1
8,12,8,1,8,23,9,9500,1
6,12,6,1,6,21,16,9070,1
5,11,5,1,6,19,11,9147,1
3,14,5,1,10,19,10,9147,2
4,13,5,1,9,18,16,9147,2
8,14,8,1,8,18,9,9500,1
6,14,7,1,7,19,7,9500,1
6,12,6,1,6,21,9,9070,1
6,14,6,1,6,18,12,9238,1
5,13,6,1,10,20,15,9670,2
6,13,6,1,6,18,12,9773,1
8,14,8,1,8,18,15,9500,1
4,11,5,1,9,32,9,9991,2
5,11,6,1,8,19,10,9853,2
8,14,8,1,8,18,9,9500,1
0,0,8,0,8,18,9,9500,0
6,12,6,1,6,20,11,9773,1
4,14,6,1,6,19,12,9670,2
7,12,8,1,8,19,10,9500,1
0,0,5,1,10,18,9,9147,2
0,0,8,1,0,18,15,9500,0
7,12,8,1,11,18,12,9500,1
6,14,8,1,11,20,11,9500,2
6,12,6,1,6,19,16,9773,2
0,0,6,1,12,21,12,9254,0
7,14,7,1,7,19,11,9853,1
6,14,6,1,7,20,15,9238,1
8,13,8,1,8,21,9,9500,1
0,0,6,1,7,23,11,9085,0
2,11,6,0,6,18,12,9238,0
5,15,5,1,5,30,12,9991,0
0,0,5,1,5,20,9,9085,0
0,0,5,0,8,29,10,9147,0
2,11,5,1,11,24,10,9147,2
6,11,6,1,10,20,7,9238,1
6,14,6,1,6,27,13,8014,0
0,0,5,1,0,23,7,9147,0
6,14,6,1,6,23,11,9070,1
7,14,8,1,8,18,12,9500,1
6,14,6,1,6,19,12,9773,1
8,14,8,1,8,19,13,9500,0
6,14,6,1,6,18,11,9773,0
6,13,6,1,7,19,9,9070,1
6,13,6,1,10,18,13,9773,1
8,11,8,1,9,24,13,9556,1
2,11,7,1,12,19,8,9556,0
7,12,7,1,7,19,12,9556,2
5,13,6,1,11,19,10,9670,2
5,12,6,1,8,20,11,9254,1
6,12,6,1,6,18,10,9773,1
4,11,6,0,11,18,13,9070,0
7,13,8,1,10,19,12,9500,1
6,14,6,1,6,19,13,9085,0
6,13,6,1,7,19,10,9773,1
8,14,8,1,9,18,16,9500,1
5,12,5,1,8,24,16,9991,2
5,13,7,1,7,28,13,9500,2
7,12,8,1,8,19,12,9500,1
1,10,5,0,11,22,9,9147,0
6,13,6,1,6,19,12,9238,1
6,14,6,1,9,19,15,9003,1
6,12,6,1,8,18,16,9238,1
0,0,5,0,5,40,7,9991,0
6,12,7,1,7,19,7,9500,1
5,11,6,1,10,19,9,9853,2
6,13,6,1,7,19,8,9070,1
0,0,5,1,0,35,10,9147,0
2,11,4,1,4,20,7,9147,2
4,10,5,1,10,29,15,9991,2
7,12,8,1,8,19,9,9500,2
7,13,8,1,8,18,10,9500,1
6,13,6,0,6,25,7,8014,1
0,0,5,0,6,50,8,8014,0
0,0,5,1,8,18,9,9119,0
5,14,6,1,13,20,15,9085,1
6,13,6,1,6,19,12,9254,1
8,12,8,1,8,18,9,9500,1
0,0,6,1,8,25,15,9003,0
5,12,7,0,9,37,11,9500,0
4,11,7,0,11,38,11,9500,0
5,11,6,1,12,36,13,9670,0
7,13,8,1,8,18,12,9500,1
0,0,6,0,0,19,9,9670,0
3,12,5,1,8,24,9,9130,0
5,12,6,1,9,20,11,9238,1
0,0,5,1,5,32,7,9991,0
1,10,5,1,5,39,12,9991,0
0,0,5,0,5,33,12,9119,0
4,10,5,1,5,20,9,9670,1
6,14,6,1,10,19,16,9003,1
3,10,5,0,12,43,13,9991,0
4,11,5,1,9,49,16,9991,0
6,13,6,1,6,18,12,9773,1
